购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果	橙子功效
学习工作自然科学化学[SEP]新疆维吾尔自治区克拉玛依市[SEP]有机化学简直是太难学了，我好像啥都记不住[SEP]不检索[SEP]我们现在学到芳香烃了，请问芳香烃亲电取代反应的邻对位定位基团都是活化基团吗？[SEP]不检索[SEP]那为什么卤素是个例外呢？	苯环钝化
学习工作自然科学化学[SEP]新疆维吾尔自治区克拉玛依市[SEP]有机化学简直是太难学了，我好像啥都记不住[SEP]不检索[SEP]我们现在学到芳香烃了，请问芳香烃亲电取代反应的邻对位定位基团都是活化基团吗？[SEP]不检索[SEP]那为什么卤素是个例外呢？[SEP]苯环钝化[SEP]啊，这里面太多学问了……	不检索
学习工作自然科学化学[SEP]新疆维吾尔自治区克拉玛依市[SEP]有机化学简直是太难学了，我好像啥都记不住[SEP]不检索[SEP]我们现在学到芳香烃了，请问芳香烃亲电取代反应的邻对位定位基团都是活化基团吗？[SEP]不检索[SEP]那为什么卤素是个例外呢？[SEP]苯环钝化[SEP]啊，这里面太多学问了……[SEP]不检索[SEP]有的，苯环是不是只能进行亲电取代这一类取代反应呢？	苯环自由基取代
学习工作自然科学化学[SEP]新疆维吾尔自治区克拉玛依市[SEP]有机化学简直是太难学了，我好像啥都记不住[SEP]不检索[SEP]我们现在学到芳香烃了，请问芳香烃亲电取代反应的邻对位定位基团都是活化基团吗？[SEP]不检索[SEP]那为什么卤素是个例外呢？[SEP]苯环钝化[SEP]啊，这里面太多学问了……[SEP]不检索[SEP]有的，苯环是不是只能进行亲电取代这一类取代反应呢？[SEP]苯环自由基取代[SEP]这样啊，开眼界了，那芳香烃还能进行自由基取代反应吗？	苯环的自由基取代
学习工作自然科学化学[SEP]新疆维吾尔自治区克拉玛依市[SEP]有机化学简直是太难学了，我好像啥都记不住[SEP]不检索[SEP]我们现在学到芳香烃了，请问芳香烃亲电取代反应的邻对位定位基团都是活化基团吗？[SEP]不检索[SEP]那为什么卤素是个例外呢？[SEP]苯环钝化[SEP]啊，这里面太多学问了……[SEP]不检索[SEP]有的，苯环是不是只能进行亲电取代这一类取代反应呢？[SEP]苯环自由基取代[SEP]这样啊，开眼界了，那芳香烃还能进行自由基取代反应吗？[SEP]苯环的自由基取代[SEP]感谢感谢！你真是太博学了！	不检索
泛娱乐歌手[SEP]新疆维吾尔自治区和田地区[SEP]你听过张碧晨的歌不？我觉得她唱腔很独特，跟其他人不一样	张碧晨唱腔独特
泛娱乐歌手[SEP]新疆维吾尔自治区和田地区[SEP]你听过张碧晨的歌不？我觉得她唱腔很独特，跟其他人不一样[SEP]张碧晨唱腔独特[SEP]看着身板小小的，一唱歌超有力量。而且她长得也不错，我觉得可以当演员哎	不检索
泛娱乐歌手[SEP]新疆维吾尔自治区和田地区[SEP]你听过张碧晨的歌不？我觉得她唱腔很独特，跟其他人不一样[SEP]张碧晨唱腔独特[SEP]看着身板小小的，一唱歌超有力量。而且她长得也不错，我觉得可以当演员哎[SEP]不检索[SEP]她之前是给《我不是药神》唱过插曲吧？好像是跟张杰合作的，特别好听	我不是药神张碧晨
泛娱乐歌手[SEP]新疆维吾尔自治区和田地区[SEP]你听过张碧晨的歌不？我觉得她唱腔很独特，跟其他人不一样[SEP]张碧晨唱腔独特[SEP]看着身板小小的，一唱歌超有力量。而且她长得也不错，我觉得可以当演员哎[SEP]不检索[SEP]她之前是给《我不是药神》唱过插曲吧？好像是跟张杰合作的，特别好听[SEP]我不是药神张碧晨[SEP]那个电影也挺殇的，有句台词印象特别深，“最难治的病就是穷病”	不检索
泛娱乐歌手[SEP]新疆维吾尔自治区和田地区[SEP]你听过张碧晨的歌不？我觉得她唱腔很独特，跟其他人不一样[SEP]张碧晨唱腔独特[SEP]看着身板小小的，一唱歌超有力量。而且她长得也不错，我觉得可以当演员哎[SEP]不检索[SEP]她之前是给《我不是药神》唱过插曲吧？好像是跟张杰合作的，特别好听[SEP]我不是药神张碧晨[SEP]那个电影也挺殇的，有句台词印象特别深，“最难治的病就是穷病”[SEP]不检索[SEP]水滴筹有的案例其实是假的吧？感觉有的家庭没有那么困难，就是想借助这个渠道再多筹点钱	不检索
泛娱乐电影爱情[SEP]江苏省淮安市[SEP]你相信爱情吗	不检索
泛娱乐电影爱情[SEP]江苏省淮安市[SEP]你相信爱情吗[SEP]不检索[SEP]不是，我最近看了一部电影叫泰坦尼克号，里面男女主角的爱情太感人了	不检索
泛娱乐电影爱情[SEP]江苏省淮安市[SEP]你相信爱情吗[SEP]不检索[SEP]不是，我最近看了一部电影叫泰坦尼克号，里面男女主角的爱情太感人了[SEP]不检索[SEP]小李子？你是说男主角的名字吗？	小李子
泛娱乐电影爱情[SEP]江苏省淮安市[SEP]你相信爱情吗[SEP]不检索[SEP]不是，我最近看了一部电影叫泰坦尼克号，里面男女主角的爱情太感人了[SEP]不检索[SEP]小李子？你是说男主角的名字吗？[SEP]小李子[SEP]这么年轻啊，难怪电影里面看上去那么帅，她们站在船头那一幕我现在还记得，你还知道他有什么其他作品吗？我还想看一看	莱昂纳多作品
泛娱乐电影爱情[SEP]江苏省淮安市[SEP]你相信爱情吗[SEP]不检索[SEP]不是，我最近看了一部电影叫泰坦尼克号，里面男女主角的爱情太感人了[SEP]不检索[SEP]小李子？你是说男主角的名字吗？[SEP]小李子[SEP]这么年轻啊，难怪电影里面看上去那么帅，她们站在船头那一幕我现在还记得，你还知道他有什么其他作品吗？我还想看一看[SEP]莱昂纳多作品[SEP]我搜了一下，怎么感觉这些剧照和他本人不太像啊	不检索
生活养花[SEP]广东省江门市[SEP]水仙花好养吗？我想养一些摆在家里	水仙花好养吗
生活养花[SEP]广东省江门市[SEP]水仙花好养吗？我想养一些摆在家里[SEP]水仙花好养吗[SEP]嗯嗯，我记住了。你有没有别的好养又好看的花推荐给我呀？	好养又好看的花
生活养花[SEP]广东省江门市[SEP]水仙花好养吗？我想养一些摆在家里[SEP]水仙花好养吗[SEP]嗯嗯，我记住了。你有没有别的好养又好看的花推荐给我呀？[SEP]好养又好看的花[SEP]我觉得茉莉花很香也比较喜欢。你知道茉莉花多少钱一盆吗？	茉莉花多少钱一盆
生活养花[SEP]广东省江门市[SEP]水仙花好养吗？我想养一些摆在家里[SEP]水仙花好养吗[SEP]嗯嗯，我记住了。你有没有别的好养又好看的花推荐给我呀？[SEP]好养又好看的花[SEP]我觉得茉莉花很香也比较喜欢。你知道茉莉花多少钱一盆吗？[SEP]茉莉花多少钱一盆[SEP]那等我下班就去市场看看	不检索
生活养花[SEP]广东省江门市[SEP]水仙花好养吗？我想养一些摆在家里[SEP]水仙花好养吗[SEP]嗯嗯，我记住了。你有没有别的好养又好看的花推荐给我呀？[SEP]好养又好看的花[SEP]我觉得茉莉花很香也比较喜欢。你知道茉莉花多少钱一盆吗？[SEP]茉莉花多少钱一盆[SEP]那等我下班就去市场看看[SEP]不检索[SEP]哈哈哈哈，你可真会说话	不检索
文化诗人[SEP]江苏省扬州市[SEP]我们班要举办一个诗歌朗诵大会，我想报名参加	不检索
文化诗人[SEP]江苏省扬州市[SEP]我们班要举办一个诗歌朗诵大会，我想报名参加[SEP]不检索[SEP]但是我不知道我应该选择谁的作品来朗诵	不检索
文化诗人[SEP]江苏省扬州市[SEP]我们班要举办一个诗歌朗诵大会，我想报名参加[SEP]不检索[SEP]但是我不知道我应该选择谁的作品来朗诵[SEP]不检索[SEP]我喜欢的诗人有很多，李白、杜甫、苏轼、李清照等等，选哪个好一点呢	杜甫诗的特点
文化诗人[SEP]江苏省扬州市[SEP]我们班要举办一个诗歌朗诵大会，我想报名参加[SEP]不检索[SEP]但是我不知道我应该选择谁的作品来朗诵[SEP]不检索[SEP]我喜欢的诗人有很多，李白、杜甫、苏轼、李清照等等，选哪个好一点呢[SEP]杜甫诗的特点[SEP]那是挺不错的，那我就选杜甫的诗吧，你有建议的诗吗	杜甫
文化诗人[SEP]江苏省扬州市[SEP]我们班要举办一个诗歌朗诵大会，我想报名参加[SEP]不检索[SEP]但是我不知道我应该选择谁的作品来朗诵[SEP]不检索[SEP]我喜欢的诗人有很多，李白、杜甫、苏轼、李清照等等，选哪个好一点呢[SEP]杜甫诗的特点[SEP]那是挺不错的，那我就选杜甫的诗吧，你有建议的诗吗[SEP]杜甫[SEP]那我先去把这些诗找来，先练练	不检索
时尚穿搭[SEP]香港特别行政区东区[SEP]冬天又来了，又要想每天怎么美美穿搭了	不检索
时尚穿搭[SEP]香港特别行政区东区[SEP]冬天又来了，又要想每天怎么美美穿搭了[SEP]不检索[SEP]没有呢，总是找不到我喜欢的类型，你有什么推荐的博主吗	穿搭博主
时尚穿搭[SEP]香港特别行政区东区[SEP]冬天又来了，又要想每天怎么美美穿搭了[SEP]不检索[SEP]没有呢，总是找不到我喜欢的类型，你有什么推荐的博主吗[SEP]穿搭博主[SEP]我刚去搜索了一下，是我喜欢的风格，谢谢你啦我找到了宝藏！我这就去学习，有些衣服是很好看，不过还要考虑天气种种因素呢	冬季御寒
时尚穿搭[SEP]香港特别行政区东区[SEP]冬天又来了，又要想每天怎么美美穿搭了[SEP]不检索[SEP]没有呢，总是找不到我喜欢的类型，你有什么推荐的博主吗[SEP]穿搭博主[SEP]我刚去搜索了一下，是我喜欢的风格，谢谢你啦我找到了宝藏！我这就去学习，有些衣服是很好看，不过还要考虑天气种种因素呢[SEP]冬季御寒[SEP]有折扣活动的话去买衣服简直是贫民窟女孩的福音！淘宝天猫每年都会有很多活动	不检索
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？	不检索
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？[SEP]不检索[SEP]不是，我忘了给我爸买生日礼物了，只好明天给他做一桌菜，给他庆祝生日。可是，我不会做他最爱吃的溜肉段。	不检索
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？[SEP]不检索[SEP]不是，我忘了给我爸买生日礼物了，只好明天给他做一桌菜，给他庆祝生日。可是，我不会做他最爱吃的溜肉段。[SEP]不检索[SEP]你连溜肉段也会做啊？	不检索
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？[SEP]不检索[SEP]不是，我忘了给我爸买生日礼物了，只好明天给他做一桌菜，给他庆祝生日。可是，我不会做他最爱吃的溜肉段。[SEP]不检索[SEP]你连溜肉段也会做啊？[SEP]不检索[SEP]为什么要炸两遍？	复炸
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？[SEP]不检索[SEP]不是，我忘了给我爸买生日礼物了，只好明天给他做一桌菜，给他庆祝生日。可是，我不会做他最爱吃的溜肉段。[SEP]不检索[SEP]你连溜肉段也会做啊？[SEP]不检索[SEP]为什么要炸两遍？[SEP]复炸[SEP]涨知识了。然后做什么？	不检索
生活做菜溜肉段[SEP]辽宁省营口市[SEP]你知道溜肉段怎么做吗？[SEP]不检索[SEP]不是，我忘了给我爸买生日礼物了，只好明天给他做一桌菜，给他庆祝生日。可是，我不会做他最爱吃的溜肉段。[SEP]不检索[SEP]你连溜肉段也会做啊？[SEP]不检索[SEP]为什么要炸两遍？[SEP]复炸[SEP]涨知识了。然后做什么？[SEP]不检索[SEP]还是有点紧张。这是我爸的拿手菜啊，他会喜欢我做的口味吗？	不检索
生活宠物狗[SEP]河北省保定市[SEP]你看前面有条警犬，好帅啊。	德牧
生活宠物狗[SEP]河北省保定市[SEP]你看前面有条警犬，好帅啊。[SEP]德牧[SEP]那这个好养不？看它的样子一定很费钱。	养德牧的花销
生活宠物狗[SEP]河北省保定市[SEP]你看前面有条警犬，好帅啊。[SEP]德牧[SEP]那这个好养不？看它的样子一定很费钱。[SEP]养德牧的花销[SEP]600元？你可真是有钱人。不过话说你对养狗好了解啊。	不检索
生活宠物狗[SEP]河北省保定市[SEP]你看前面有条警犬，好帅啊。[SEP]德牧[SEP]那这个好养不？看它的样子一定很费钱。[SEP]养德牧的花销[SEP]600元？你可真是有钱人。不过话说你对养狗好了解啊。[SEP]不检索[SEP]难怪。不过好可惜，德牧这么帅。	不检索
生活宠物狗[SEP]河北省保定市[SEP]你看前面有条警犬，好帅啊。[SEP]德牧[SEP]那这个好养不？看它的样子一定很费钱。[SEP]养德牧的花销[SEP]600元？你可真是有钱人。不过话说你对养狗好了解啊。[SEP]不检索[SEP]难怪。不过好可惜，德牧这么帅。[SEP]不检索[SEP]警犬是工作犬，未经允许乱摸是袭警。	不检索
泛娱乐作家莫言[SEP]云南省保山市[SEP]咱们国家有作家获得过诺贝尔文学奖吗？	莫言诺贝尔
泛娱乐作家莫言[SEP]云南省保山市[SEP]咱们国家有作家获得过诺贝尔文学奖吗？[SEP]莫言诺贝尔[SEP]哇，他好厉害啊，他是哪里人啊？	莫言
泛娱乐作家莫言[SEP]云南省保山市[SEP]咱们国家有作家获得过诺贝尔文学奖吗？[SEP]莫言诺贝尔[SEP]哇，他好厉害啊，他是哪里人啊？[SEP]莫言[SEP]那莫言是他本名吗？	不检索
泛娱乐作家莫言[SEP]云南省保山市[SEP]咱们国家有作家获得过诺贝尔文学奖吗？[SEP]莫言诺贝尔[SEP]哇，他好厉害啊，他是哪里人啊？[SEP]莫言[SEP]那莫言是他本名吗？[SEP]不检索[SEP]他的第一部作品是什么啊？	莫言诺贝尔
泛娱乐作家莫言[SEP]云南省保山市[SEP]咱们国家有作家获得过诺贝尔文学奖吗？[SEP]莫言诺贝尔[SEP]哇，他好厉害啊，他是哪里人啊？[SEP]莫言[SEP]那莫言是他本名吗？[SEP]不检索[SEP]他的第一部作品是什么啊？[SEP]莫言诺贝尔[SEP]那他是凭借哪部作品获得诺贝尔文学奖的呢？	莫言诺贝尔
学习工作专业[SEP]湖北省荆州市[SEP]好久不见，你现在在干吗呢？	不检索
学习工作专业[SEP]湖北省荆州市[SEP]好久不见，你现在在干吗呢？[SEP]不检索[SEP]大三了都，你想好毕业以后要做什么了吗？	不检索
学习工作专业[SEP]湖北省荆州市[SEP]好久不见，你现在在干吗呢？[SEP]不检索[SEP]大三了都，你想好毕业以后要做什么了吗？[SEP]不检索[SEP]出版社工作吗？那你很厉害啊，你是学的什么专业？	出版社工作
学习工作专业[SEP]湖北省荆州市[SEP]好久不见，你现在在干吗呢？[SEP]不检索[SEP]大三了都，你想好毕业以后要做什么了吗？[SEP]不检索[SEP]出版社工作吗？那你很厉害啊，你是学的什么专业？[SEP]出版社工作[SEP]那我可能不太行，我是学设计的，做不了文字工作	不检索
学习工作专业[SEP]湖北省荆州市[SEP]好久不见，你现在在干吗呢？[SEP]不检索[SEP]大三了都，你想好毕业以后要做什么了吗？[SEP]不检索[SEP]出版社工作吗？那你很厉害啊，你是学的什么专业？[SEP]出版社工作[SEP]那我可能不太行，我是学设计的，做不了文字工作[SEP]不检索[SEP]出版装帧设计是什么	出版装帧设计
